drug1,drug2,cell,score,label
MK-4541,METFORMIN,NCIH520,-5.713922073,0
MK-4541,METFORMIN,OV90,-4.701716846,0
MK-4541,METFORMIN,RPMI7951,-23.78638601,0
MK-4541,METFORMIN,SKMEL30,-10.31542204,0
MK-4541,METFORMIN,SKMES1,-2.545853445,0
MK-4541,METFORMIN,SW837,-14.29219213,0
MK-4541,METFORMIN,T47D,32.36395088,1
MK-4541,METFORMIN,UACC62,-28.57114731,0
MK-4541,METFORMIN,VCAP,17.63230625,1
MK-4541,METFORMIN,ZR751,-40.9699228,0
MK-4541,METHOTREXATE,A2058,-20.84096181,0
MK-4541,METHOTREXATE,A2780,-0.723322523,0
MK-4541,METHOTREXATE,A375,-4.840496388,0
MK-4541,METHOTREXATE,A427,21.47460842,1
MK-4541,METHOTREXATE,HCT116,-28.08825895,0
MK-4541,METHOTREXATE,HT144,-8.315901629,0
MK-4541,METHOTREXATE,HT29,-1.829718623,0
MK-4541,METHOTREXATE,KPL1,-16.75429397,0
MK-4541,METHOTREXATE,LNCAP,-8.631330538,0
MK-4541,METHOTREXATE,LOVO,-29.07732432,0
MK-4541,METHOTREXATE,MDAMB436,-3.979347284,0
MK-4541,METHOTREXATE,MSTO,-18.75517254,0
MK-4541,METHOTREXATE,NCIH1650,-3.882415828,0
MK-4541,METHOTREXATE,NCIH23,-12.52234819,0
MK-4541,METHOTREXATE,NCIH460,-18.50643243,0
MK-4541,METHOTREXATE,NCIH520,-13.94258454,0
MK-4541,METHOTREXATE,RKO,-26.71086103,0
MK-4541,METHOTREXATE,SKMES1,-0.974313628,0
MK-4541,METHOTREXATE,SW620,-4.153790369,0
MK-4541,METHOTREXATE,SW837,-9.966294979,0
MK-4541,METHOTREXATE,T47D,-25.47469103,0
MK-4541,METHOTREXATE,VCAP,-9.149003716,0
MK-4541,METHOTREXATE,ZR751,-27.46660601,0
MK-4541,MITOMYCINE,A375,-3.296079948,0
MK-4541,MITOMYCINE,A427,-3.408571715,0
MK-4541,MITOMYCINE,CAOV3,-1.345398105,0
MK-4541,MITOMYCINE,HCT116,-4.676399883,0
MK-4541,MITOMYCINE,HT144,-9.485755862,0
MK-4541,MITOMYCINE,HT29,14.52020079,1
MK-4541,MITOMYCINE,LNCAP,-8.139992249,0
MK-4541,MITOMYCINE,LOVO,15.2844889,1
MK-4541,MITOMYCINE,MSTO,-3.098628624,0
MK-4541,MITOMYCINE,NCIH1650,-12.72748923,0
MK-4541,MITOMYCINE,NCIH23,-7.358652916,0
MK-4541,MITOMYCINE,NCIH460,-6.569666138,0
MK-4541,MITOMYCINE,NCIH520,-3.752754624,0
MK-4541,MITOMYCINE,OV90,-8.538330365,0
MK-4541,MITOMYCINE,RKO,-2.699192523,0
MK-4541,MITOMYCINE,RPMI7951,-1.035581873,0
MK-4541,MITOMYCINE,SKMEL30,-14.0438474,0
MK-4541,MITOMYCINE,SKMES1,-1.975216045,0
MK-4541,MITOMYCINE,SKOV3,-1.356441483,0
MK-4541,MITOMYCINE,SW620,12.28827149,1
MK-4541,MITOMYCINE,T47D,-23.5248105,0
MK-4541,MITOMYCINE,VCAP,48.40918293,1
MK-4541,MITOMYCINE,ZR751,-30.91898109,0
MK-4541,MK-2206,A2780,29.86354302,1
MK-4541,MK-2206,A375,-14.12001798,0
MK-4541,MK-2206,A427,-8.117014907,0
MK-4541,MK-2206,CAOV3,83.63078317,1
MK-4541,MK-2206,ES2,-5.847819848,0
MK-4541,MK-2206,HCT116,-2.935686846,0
MK-4541,MK-2206,HT29,34.32233987,1
MK-4541,MK-2206,KPL1,38.50374435,1
MK-4541,MK-2206,LOVO,12.95319563,1
MK-4541,MK-2206,NCIH1650,16.14291447,1
MK-4541,MK-2206,NCIH2122,22.654337,1
MK-4541,MK-2206,NCIH460,-2.843961452,0
MK-4541,MK-2206,NCIH520,18.57093186,1
MK-4541,MK-2206,SKMES1,23.00647633,1
MK-4541,MK-2206,SKOV3,20.94654915,1
MK-4541,MK-2206,SW620,-1.966761065,0
MK-4541,MK-2206,SW837,10.51021748,1
MK-4541,MK-2206,T47D,-6.319955356,0
MK-4541,MK-2206,VCAP,46.73735528,1
MK-4541,MK-2206,ZR751,22.58316074,1
MK-4541,MK-4827,A2780,16.24310299,1
MK-4541,MK-4827,A375,-11.71029171,0
MK-4541,MK-4827,A427,-8.635831575,0
MK-4541,MK-4827,CAOV3,15.17486846,1
MK-4541,MK-4827,ES2,-5.692645451,0
MK-4541,MK-4827,HT144,-8.96997892,0
MK-4541,MK-4827,HT29,21.66216314,1
MK-4541,MK-4827,LNCAP,11.88133064,1
MK-4541,MK-4827,MDAMB436,15.37877004,1
MK-4541,MK-4827,NCIH2122,14.04589103,1
MK-4541,MK-4827,NCIH23,-0.112574712,0
MK-4541,MK-4827,NCIH460,-3.218597308,0
MK-4541,MK-4827,OV90,-5.384924246,0
MK-4541,MK-4827,RPMI7951,-4.394425076,0
MK-4541,MK-4827,SKMES1,-8.235665126,0
MK-4541,MK-4827,SW837,-1.466996266,0
MK-4541,MK-4827,UACC62,-20.27978177,0
MK-4541,MK-4827,VCAP,49.38584587,1
MK-4541,MK-4827,ZR751,13.74734567,1
MK-4541,MK-5108,A2780,-0.218121761,0
MK-4541,MK-5108,A375,18.8197627,1
MK-4541,MK-5108,A427,-1.029423329,0
MK-4541,MK-5108,CAOV3,-12.4603851,0
MK-4541,MK-5108,HT29,11.09189834,1
MK-4541,MK-5108,LNCAP,-20.54402628,0
MK-4541,MK-5108,MSTO,-8.878577763,0
MK-4541,MK-5108,NCIH1650,-1.266502415,0
MK-4541,MK-5108,NCIH23,-2.041604755,0
MK-4541,MK-5108,NCIH460,-11.05488659,0
MK-4541,MK-5108,OV90,-1.706931766,0
MK-4541,MK-5108,RKO,35.6515734,1
MK-4541,MK-5108,SKMEL30,24.44966376,1
MK-4541,MK-5108,SKMES1,-8.293811599,0
MK-4541,MK-5108,SW837,-5.479726197,0
MK-4541,MK-5108,T47D,14.11321446,1
MK-4541,MK-5108,ZR751,-11.87635436,0
MK-4541,MK-8669,A2058,21.64169241,1
MK-4541,MK-8669,A2780,35.58460478,1
MK-4541,MK-8669,A375,20.6353587,1
MK-4541,MK-8669,A427,42.73712743,1
MK-4541,MK-8669,CAOV3,34.35302189,1
MK-4541,MK-8669,HCT116,-4.481794449,0
MK-4541,MK-8669,HT144,-10.29756889,0
MK-4541,MK-8669,HT29,10.61279591,1
MK-4541,MK-8669,KPL1,42.25740356,1
MK-4541,MK-8669,LNCAP,44.7739012,1
MK-4541,MK-8669,LOVO,15.43401379,1
MK-4541,MK-8669,MDAMB436,-6.734398381,0
MK-4541,MK-8669,NCIH460,-5.051717382,0
MK-4541,MK-8669,NCIH520,-0.2008299,0
MK-4541,MK-8669,RKO,18.43243994,1
MK-4541,MK-8669,RPMI7951,15.81069037,1
MK-4541,MK-8669,SKMEL30,30.75360453,1
MK-4541,MK-8669,SKOV3,27.05458994,1
MK-4541,MK-8669,SW837,-9.049714983,0
MK-4541,MK-8669,T47D,19.40666859,1
MK-4541,MK-8669,VCAP,-9.444521038,0
MK-4541,MK-8669,ZR751,30.64852232,1
MK-4541,MK-8776,A375,10.75977239,1
MK-4541,MK-8776,A427,-12.92264233,0
MK-4541,MK-8776,CAOV3,18.47200948,1
MK-4541,MK-8776,ES2,-0.278225362,0
MK-4541,MK-8776,HCT116,-7.068213336,0
MK-4541,MK-8776,HT29,10.77622876,1
MK-4541,MK-8776,LNCAP,29.73083853,1
MK-4541,MK-8776,MSTO,-4.911441248,0
MK-4541,MK-8776,NCIH1650,-11.42042242,0
MK-4541,MK-8776,NCIH2122,-18.43308839,0
MK-4541,MK-8776,NCIH23,-2.015835598,0
MK-4541,MK-8776,NCIH520,-13.51758559,0
MK-4541,MK-8776,RPMI7951,-14.90142879,0
MK-4541,MK-8776,SKMEL30,10.30521672,1
MK-4541,MK-8776,SKMES1,-12.25989055,0
MK-4541,MK-8776,SW837,-16.89029911,0
MK-4541,MK-8776,T47D,-47.33893948,0
MK-4541,MK-8776,UACC62,16.42656461,1
MK-4541,MK-8776,VCAP,41.15436443,1
MK-4541,MK-8776,ZR751,-6.623396182,0
MK-4541,MRK-003,A2780,10.1968868,1
MK-4541,MRK-003,A427,20.75949328,1
MK-4541,MRK-003,CAOV3,15.376885,1
MK-4541,MRK-003,ES2,-2.014862576,0
MK-4541,MRK-003,HT144,-9.84921267,0
MK-4541,MRK-003,HT29,19.6837865,1
MK-4541,MRK-003,KPL1,-12.93098449,0
MK-4541,MRK-003,LOVO,-6.64121962,0
MK-4541,MRK-003,MDAMB436,-2.111136915,0
MK-4541,MRK-003,MSTO,-27.68547122,0
MK-4541,MRK-003,NCIH1650,-3.254722468,0
MK-4541,MRK-003,OV90,-5.560683202,0
MK-4541,MRK-003,RKO,11.12158849,1
MK-4541,MRK-003,SKMEL30,23.87070524,1
MK-4541,MRK-003,SKOV3,20.63290322,1
MK-4541,MRK-003,SW620,-4.20304878,0
MK-4541,MRK-003,SW837,-0.564810213,0
MK-4541,MRK-003,T47D,21.97984344,1
MK-4541,MRK-003,UACC62,-4.362399542,0
MK-4541,MRK-003,VCAP,10.47922471,1
MK-4541,MRK-003,ZR751,-12.08599226,0
MK-4541,PACLITAXEL,A2058,-11.78576068,0
MK-4541,PACLITAXEL,A2780,-3.988615222,0
MK-4541,PACLITAXEL,A375,37.22125826,1
MK-4541,PACLITAXEL,A427,-1.138447132,0
MK-4541,PACLITAXEL,CAOV3,-1.831483153,0
MK-4541,PACLITAXEL,ES2,39.92994577,1
MK-4541,PACLITAXEL,HCT116,-8.079837971,0
MK-4541,PACLITAXEL,HT144,22.4186759,1
MK-4541,PACLITAXEL,HT29,10.99216324,1
MK-4541,PACLITAXEL,KPL1,10.07305883,1
MK-4541,PACLITAXEL,LNCAP,-8.72104233,0
MK-4541,PACLITAXEL,NCIH2122,-15.54260375,0
MK-4541,PACLITAXEL,NCIH23,-2.547857555,0
MK-4541,PACLITAXEL,NCIH460,30.74831332,1
MK-4541,PACLITAXEL,RKO,11.22297178,1
MK-4541,PACLITAXEL,SKMEL30,19.71164847,1
MK-4541,PACLITAXEL,SKMES1,18.51832962,1
MK-4541,PACLITAXEL,UACC62,-3.347847605,0
MK-4541,PACLITAXEL,VCAP,39.85968008,1
MK-4541,PACLITAXEL,ZR751,-11.79778565,0
MK-4541,PD325901,A2780,22.15951253,1
MK-4541,PD325901,A427,12.32552498,1
MK-4541,PD325901,CAOV3,48.73145904,1
MK-4541,PD325901,HCT116,-3.752902898,0
MK-4541,PD325901,HT144,-0.366034001,0
MK-4541,PD325901,KPL1,23.47518442,1
MK-4541,PD325901,LNCAP,49.12093858,1
MK-4541,PD325901,LOVO,-2.294369107,0
MK-4541,PD325901,MDAMB436,-1.1904488,0
MK-4541,PD325901,MSTO,-18.22695392,0
MK-4541,PD325901,NCIH1650,-3.323477921,0
MK-4541,PD325901,NCIH23,-15.30336986,0
MK-4541,PD325901,OV90,-10.32708744,0
MK-4541,PD325901,RPMI7951,-14.48418103,0
MK-4541,PD325901,SW837,-3.262984777,0
MK-4541,PD325901,T47D,29.47471593,1
MK-4541,PD325901,UACC62,-7.986508657,0
MK-4541,PD325901,VCAP,28.38913282,1
MK-4541,SN-38,A2058,13.13962856,1
MK-4541,SN-38,A2780,10.75961879,1
MK-4541,SN-38,A375,10.51952088,1
MK-4541,SN-38,CAOV3,-13.30267374,0
MK-4541,SN-38,ES2,-6.947626271,0
MK-4541,SN-38,HCT116,-4.434407991,0
MK-4541,SN-38,HT144,-4.926631131,0
MK-4541,SN-38,KPL1,19.22133586,1
MK-4541,SN-38,LOVO,-22.55975815,0
MK-4541,SN-38,MDAMB436,-3.310103497,0
MK-4541,SN-38,MSTO,20.2800693,1
MK-4541,SN-38,NCIH1650,-14.41569713,0
MK-4541,SN-38,NCIH23,-4.538005239,0
MK-4541,SN-38,NCIH460,-1.822775842,0
MK-4541,SN-38,NCIH520,-0.422034642,0
MK-4541,SN-38,OV90,-9.961950247,0
MK-4541,SN-38,SKMES1,-0.098812773,0
MK-4541,SN-38,SW620,-1.307077557,0
MK-4541,SN-38,SW837,-19.45240073,0
MK-4541,SN-38,T47D,-14.14591222,0
MK-4541,SN-38,UACC62,-2.626674551,0
MK-4541,SN-38,VCAP,28.41869668,1
MK-4541,SN-38,ZR751,-4.790868621,0
MK-4541,SORAFENIB,A2058,10.23159019,1
MK-4541,SORAFENIB,A375,13.67264231,1
MK-4541,SORAFENIB,CAOV3,-0.22068293,0
MK-4541,SORAFENIB,HCT116,10.10406518,1
MK-4541,SORAFENIB,LOVO,-5.475117065,0
MK-4541,SORAFENIB,MDAMB436,-0.820016601,0
MK-4541,SORAFENIB,MSTO,-7.739490222,0
MK-4541,SORAFENIB,NCIH460,13.88584235,1
MK-4541,SORAFENIB,NCIH520,15.55973923,1
MK-4541,SORAFENIB,SKMES1,12.18470888,1
MK-4541,SORAFENIB,SKOV3,22.30814886,1
MK-4541,SORAFENIB,T47D,16.7199326,1
MK-4541,SORAFENIB,ZR751,-28.64290107,0
MK-4541,SUNITINIB,A375,12.6808181,1
MK-4541,SUNITINIB,ES2,13.45855296,1
MK-4541,SUNITINIB,HT29,13.83261579,1
MK-4541,SUNITINIB,KPL1,16.5208954,1
MK-4541,SUNITINIB,LNCAP,-1.315709623,0
MK-4541,SUNITINIB,NCIH1650,-6.919208946,0
MK-4541,SUNITINIB,NCIH520,16.46539688,1
MK-4541,SUNITINIB,RPMI7951,-4.337526859,0
MK-4541,SUNITINIB,SW837,-17.64643235,0
MK-4541,SUNITINIB,T47D,40.42639192,1
MK-4541,SUNITINIB,UACC62,18.93233605,1
MK-4541,SUNITINIB,VCAP,16.85587814,1
MK-4541,TEMOZOLOMIDE,A2780,-9.20450495,0
MK-4541,TEMOZOLOMIDE,A375,-8.790643119,0
MK-4541,TEMOZOLOMIDE,A427,-4.372360538,0
MK-4541,TEMOZOLOMIDE,CAOV3,-76.24592241,0
MK-4541,TEMOZOLOMIDE,ES2,-5.450481229,0
MK-4541,TEMOZOLOMIDE,HCT116,-13.0870727,0
MK-4541,TEMOZOLOMIDE,HT144,-38.14640254,0
MK-4541,TEMOZOLOMIDE,HT29,-1.863726811,0
MK-4541,TEMOZOLOMIDE,KPL1,-12.13544383,0
MK-4541,TEMOZOLOMIDE,LOVO,-25.83721348,0
MK-4541,TEMOZOLOMIDE,MSTO,-52.30395806,0
MK-4541,TEMOZOLOMIDE,NCIH1650,-31.78925685,0
MK-4541,TEMOZOLOMIDE,NCIH2122,-9.382785833,0
MK-4541,TEMOZOLOMIDE,NCIH23,-15.42192659,0
MK-4541,TEMOZOLOMIDE,NCIH460,-11.95171647,0
MK-4541,TEMOZOLOMIDE,NCIH520,-5.413539765,0
MK-4541,TEMOZOLOMIDE,OV90,-11.80664104,0
MK-4541,TEMOZOLOMIDE,RPMI7951,-2.616085102,0
MK-4541,TEMOZOLOMIDE,SKMEL30,15.47944126,1
MK-4541,TEMOZOLOMIDE,SKMES1,-7.940254375,0
MK-4541,TEMOZOLOMIDE,SKOV3,-18.15850524,0
MK-4541,TEMOZOLOMIDE,SW837,-28.68353523,0
MK-4541,TEMOZOLOMIDE,T47D,-106.2566397,0
MK-4541,TEMOZOLOMIDE,UACC62,-3.683832583,0
MK-4541,TEMOZOLOMIDE,ZR751,-102.1366254,0
MK-4541,TOPOTECAN,A2780,10.78568226,1
MK-4541,TOPOTECAN,A375,-0.567608031,0
MK-4541,TOPOTECAN,A427,14.68947309,1
MK-4541,TOPOTECAN,CAOV3,12.48183579,1
MK-4541,TOPOTECAN,HT144,-4.367384902,0
MK-4541,TOPOTECAN,HT29,13.9511363,1
MK-4541,TOPOTECAN,KPL1,20.53731061,1
MK-4541,TOPOTECAN,LNCAP,-141.5350423,0
MK-4541,TOPOTECAN,MDAMB436,12.23183661,1
MK-4541,TOPOTECAN,NCIH2122,16.3178085,1
MK-4541,TOPOTECAN,NCIH23,11.58150418,1
MK-4541,TOPOTECAN,NCIH460,-10.32833641,0
MK-4541,TOPOTECAN,NCIH520,11.93836917,1
MK-4541,TOPOTECAN,SW620,19.83204511,1
MK-4541,TOPOTECAN,T47D,16.27055418,1
MK-4541,TOPOTECAN,VCAP,54.93715218,1
MK-4541,TOPOTECAN,ZR751,15.64767859,1
MK-4541,VINBLASTINE,A2058,33.85344713,1
MK-4541,VINBLASTINE,A2780,-15.67595423,0
MK-4541,VINBLASTINE,A375,-18.74375604,0
MK-4541,VINBLASTINE,A427,-35.00450486,0
MK-4541,VINBLASTINE,CAOV3,-61.97072364,0
MK-4541,VINBLASTINE,ES2,-5.338554525,0
MK-4541,VINBLASTINE,HCT116,-26.4678392,0
MK-4541,VINBLASTINE,HT144,-7.238562934,0
MK-4541,VINBLASTINE,HT29,-4.846277078,0
MK-4541,VINBLASTINE,KPL1,41.91425433,1
MK-4541,VINBLASTINE,LNCAP,-9.952796566,0
MK-4541,VINBLASTINE,LOVO,-8.207478608,0
MK-4541,VINBLASTINE,MDAMB436,-24.58798415,0
MK-4541,VINBLASTINE,MSTO,-34.85469642,0
MK-4541,VINBLASTINE,NCIH1650,-16.65592701,0
MK-4541,VINBLASTINE,NCIH2122,-14.73960046,0
MK-4541,VINBLASTINE,NCIH23,-36.76465236,0
MK-4541,VINBLASTINE,NCIH460,-11.0591356,0
MK-4541,VINBLASTINE,NCIH520,-21.04863761,0
MK-4541,VINBLASTINE,OV90,-20.6522219,0
MK-4541,VINBLASTINE,RPMI7951,-18.49715303,0
MK-4541,VINBLASTINE,SKMEL30,-4.497508222,0
MK-4541,VINBLASTINE,SKMES1,-10.54323827,0
MK-4541,VINBLASTINE,SW620,-0.79096829,0
MK-4541,VINBLASTINE,SW837,-2.401971578,0
MK-4541,VINBLASTINE,T47D,-34.7084705,0
MK-4541,VINBLASTINE,UACC62,-13.06306657,0
MK-4541,VINBLASTINE,VCAP,18.27776056,1
MK-4541,VINBLASTINE,ZR751,-31.69281871,0
MK-4541,VINORELBINE,A2058,-18.8844755,0
MK-4541,VINORELBINE,A2780,-11.09076282,0
MK-4541,VINORELBINE,A427,-30.87460459,0
MK-4541,VINORELBINE,CAOV3,-49.62158208,0
MK-4541,VINORELBINE,ES2,11.12774049,1
MK-4541,VINORELBINE,HCT116,-22.02198169,0
MK-4541,VINORELBINE,HT144,-14.05754324,0
MK-4541,VINORELBINE,HT29,-18.37192803,0
MK-4541,VINORELBINE,KPL1,-2.498879051,0
MK-4541,VINORELBINE,LOVO,-0.188559385,0
MK-4541,VINORELBINE,MSTO,-31.26805768,0
MK-4541,VINORELBINE,NCIH2122,-19.48779066,0
MK-4541,VINORELBINE,NCIH23,-10.07199231,0
MK-4541,VINORELBINE,NCIH520,-2.340506411,0
MK-4541,VINORELBINE,OV90,23.6914835,1
MK-4541,VINORELBINE,RKO,-11.04263592,0
MK-4541,VINORELBINE,RPMI7951,-15.3226363,0
MK-4541,VINORELBINE,SW620,-2.559811355,0
MK-4541,VINORELBINE,SW837,-15.26961977,0
MK-4541,VINORELBINE,T47D,-9.730919343,0
MK-4541,VINORELBINE,UACC62,-16.30389212,0
MK-4541,VINORELBINE,VCAP,-5.069764461,0
MK-4541,VINORELBINE,ZR751,-29.20033682,0
MK-4541,ZOLINZA,A2058,-3.004405981,0
MK-4541,ZOLINZA,A2780,15.93659914,1
MK-4541,ZOLINZA,A375,-0.726728037,0
MK-4541,ZOLINZA,A427,-16.52897251,0
MK-4541,ZOLINZA,CAOV3,31.67795731,1
MK-4541,ZOLINZA,ES2,-6.751959017,0
MK-4541,ZOLINZA,HCT116,12.48204217,1
MK-4541,ZOLINZA,HT29,21.73942206,1
MK-4541,ZOLINZA,KPL1,14.05112385,1
MK-4541,ZOLINZA,LNCAP,-49.74103375,0
MK-4541,ZOLINZA,LOVO,10.41355856,1
MK-4541,ZOLINZA,MSTO,-92.62813758,0
MK-4541,ZOLINZA,NCIH1650,17.79573583,1
MK-4541,ZOLINZA,NCIH2122,22.52459614,1
MK-4541,ZOLINZA,NCIH23,-5.485544842,0
MK-4541,ZOLINZA,OV90,-5.715239319,0
MK-4541,ZOLINZA,RKO,21.8718258,1
MK-4541,ZOLINZA,SKMEL30,16.61006099,1
MK-4541,ZOLINZA,SKOV3,29.71242973,1
MK-4541,ZOLINZA,SW837,23.4437746,1
MK-4541,ZOLINZA,T47D,28.38441741,1
MK-4541,ZOLINZA,VCAP,38.09223417,1
MK-4541,ZOLINZA,ZR751,-27.19938225,0
MK-4827,ABT-888,A2058,-21.70958503,0
MK-4827,ABT-888,A2780,-15.06682657,0
MK-4827,ABT-888,A375,-20.25680346,0
MK-4827,ABT-888,A427,-9.721448898,0
MK-4827,ABT-888,CAOV3,-44.05137957,0
MK-4827,ABT-888,ES2,-6.552240007,0
MK-4827,ABT-888,HCT116,-2.968479833,0
MK-4827,ABT-888,HT144,-27.39012608,0
MK-4827,ABT-888,KPL1,-2.919967535,0
MK-4827,ABT-888,LNCAP,-50.21620144,0
MK-4827,ABT-888,LOVO,-10.49160317,0
MK-4827,ABT-888,MDAMB436,-3.415619053,0
MK-4827,ABT-888,MSTO,-10.98094925,0
MK-4827,ABT-888,NCIH1650,-15.65087664,0
MK-4827,ABT-888,NCIH2122,-3.193496465,0
MK-4827,ABT-888,NCIH23,-8.993707413,0
MK-4827,ABT-888,NCIH460,-13.33376737,0
MK-4827,ABT-888,NCIH520,-8.596830872,0
MK-4827,ABT-888,RKO,-6.944775833,0
MK-4827,ABT-888,RPMI7951,-2.146500877,0
MK-4827,ABT-888,SKMEL30,-3.059967541,0
MK-4827,ABT-888,SKMES1,-6.998019041,0
MK-4827,ABT-888,SW620,-4.818807467,0
MK-4827,ABT-888,SW837,-60.44111464,0
MK-4827,ABT-888,T47D,-0.198489483,0
MK-4827,ABT-888,UACC62,-14.40390946,0
MK-4827,ABT-888,VCAP,-3.481466676,0
MK-4827,ABT-888,ZR751,-18.81288319,0
MK-4827,BEZ-235,A2780,10.71321489,1
MK-4827,BEZ-235,A375,45.06314429,1
MK-4827,BEZ-235,A427,16.19111752,1
MK-4827,BEZ-235,CAOV3,-2.520259996,0
MK-4827,BEZ-235,HCT116,13.69707511,1
MK-4827,BEZ-235,HT144,22.51423297,1
MK-4827,BEZ-235,HT29,19.62707524,1
MK-4827,BEZ-235,KPL1,17.75993876,1
MK-4827,BEZ-235,LNCAP,67.3045457,1
MK-4827,BEZ-235,LOVO,13.13126967,1
MK-4827,BEZ-235,MDAMB436,22.99900699,1
MK-4827,BEZ-235,MSTO,13.11923247,1
MK-4827,BEZ-235,NCIH2122,14.89365631,1
MK-4827,BEZ-235,NCIH23,-4.527918302,0
MK-4827,BEZ-235,NCIH460,31.66413676,1
MK-4827,BEZ-235,NCIH520,13.26673616,1
MK-4827,BEZ-235,OV90,10.68192711,1
MK-4827,BEZ-235,RKO,13.93738286,1
MK-4827,BEZ-235,RPMI7951,17.48689581,1
MK-4827,BEZ-235,SKMEL30,25.03969819,1
MK-4827,BEZ-235,SKMES1,16.10967114,1
MK-4827,BEZ-235,SW837,11.03332263,1
MK-4827,BEZ-235,T47D,110.1087282,1
MK-4827,BEZ-235,UACC62,17.19193478,1
MK-4827,BEZ-235,VCAP,21.14351696,1
MK-4827,BEZ-235,ZR751,13.61621493,1
MK-4827,BORTEZOMIB,A2780,-10.3967464,0
MK-4827,BORTEZOMIB,A375,-22.39011546,0
MK-4827,BORTEZOMIB,A427,-8.639953364,0
MK-4827,BORTEZOMIB,CAOV3,-21.75172342,0
MK-4827,BORTEZOMIB,ES2,-19.95916294,0
MK-4827,BORTEZOMIB,HT144,-153.9406707,0
MK-4827,BORTEZOMIB,HT29,-17.70952785,0
MK-4827,BORTEZOMIB,LNCAP,-151.2309129,0
MK-4827,BORTEZOMIB,MDAMB436,11.38801385,1
MK-4827,BORTEZOMIB,MSTO,36.17946125,1
MK-4827,BORTEZOMIB,NCIH1650,-20.68081601,0
MK-4827,BORTEZOMIB,NCIH2122,21.45523131,1
MK-4827,BORTEZOMIB,NCIH23,-4.951219182,0
MK-4827,BORTEZOMIB,NCIH460,14.5480178,1
MK-4827,BORTEZOMIB,NCIH520,-32.43348826,0
MK-4827,BORTEZOMIB,OV90,-4.576218374,0
MK-4827,BORTEZOMIB,RPMI7951,-12.09441404,0
MK-4827,BORTEZOMIB,SKMEL30,-1.857247564,0
MK-4827,BORTEZOMIB,SKMES1,-13.01422677,0
MK-4827,BORTEZOMIB,SW837,-154.4375722,0
MK-4827,BORTEZOMIB,T47D,-11.2295534,0
MK-4827,BORTEZOMIB,UACC62,-3.583516463,0
MK-4827,BORTEZOMIB,VCAP,-8.953781546,0
MK-4827,DASATINIB,A2058,15.12105354,1
MK-4827,DASATINIB,A2780,65.13695999,1
MK-4827,DASATINIB,A375,31.83880147,1
MK-4827,DASATINIB,A427,20.33774842,1
MK-4827,DASATINIB,ES2,-4.520860306,0
MK-4827,DASATINIB,HCT116,-4.725566271,0
MK-4827,DASATINIB,HT144,-38.13791476,0
MK-4827,DASATINIB,HT29,26.43307598,1
MK-4827,DASATINIB,KPL1,15.12493264,1
MK-4827,DASATINIB,LNCAP,23.45734726,1
MK-4827,DASATINIB,LOVO,34.29853174,1
MK-4827,DASATINIB,MDAMB436,28.89680491,1
MK-4827,DASATINIB,MSTO,90.80406156,1
MK-4827,DASATINIB,NCIH1650,30.81865626,1
MK-4827,DASATINIB,NCIH2122,-48.85307597,0
MK-4827,DASATINIB,NCIH23,11.33847901,1
MK-4827,DASATINIB,NCIH460,10.86882882,1
MK-4827,DASATINIB,NCIH520,55.17163732,1
MK-4827,DASATINIB,OV90,-5.875722896,0
MK-4827,DASATINIB,RKO,23.7353556,1
MK-4827,DASATINIB,RPMI7951,17.57329806,1
MK-4827,DASATINIB,SKMEL30,-23.27005194,0
MK-4827,DASATINIB,SKOV3,-5.519415336,0
MK-4827,DASATINIB,SW620,37.05633783,1
MK-4827,DASATINIB,SW837,19.00862685,1
MK-4827,DASATINIB,T47D,-15.38395731,0
MK-4827,DASATINIB,VCAP,29.84276493,1
MK-4827,DASATINIB,ZR751,27.37080776,1
MK-4827,DINACICLIB,A2058,-3.324391676,0
MK-4827,DINACICLIB,A375,-12.75710589,0
MK-4827,DINACICLIB,A427,-5.512367032,0
MK-4827,DINACICLIB,CAOV3,-6.287873725,0
MK-4827,DINACICLIB,ES2,-18.76921564,0
MK-4827,DINACICLIB,HCT116,-8.47155097,0
MK-4827,DINACICLIB,HT144,-6.752588361,0
MK-4827,DINACICLIB,HT29,-5.784939593,0
MK-4827,DINACICLIB,LNCAP,-1.870128722,0
MK-4827,DINACICLIB,LOVO,-12.53597676,0
MK-4827,DINACICLIB,MSTO,-2.555738146,0
MK-4827,DINACICLIB,NCIH2122,10.50221996,1
MK-4827,DINACICLIB,NCIH23,-12.95214228,0
MK-4827,DINACICLIB,NCIH460,10.68143595,1
MK-4827,DINACICLIB,NCIH520,-11.57183416,0
MK-4827,DINACICLIB,OV90,-19.65876003,0
MK-4827,DINACICLIB,RPMI7951,-1.430816669,0
MK-4827,DINACICLIB,SKMEL30,-6.960430131,0
MK-4827,DINACICLIB,SW620,-6.138001231,0
MK-4827,DINACICLIB,SW837,-18.83432402,0
MK-4827,DINACICLIB,T47D,-28.79779446,0
MK-4827,DINACICLIB,UACC62,-0.104040789,0
MK-4827,ERLOTINIB,A2058,13.73987912,1
MK-4827,ERLOTINIB,A375,11.32034191,1
MK-4827,ERLOTINIB,A427,-8.675867311,0
MK-4827,ERLOTINIB,ES2,-8.09037242,0
MK-4827,ERLOTINIB,HT29,16.45358357,1
MK-4827,ERLOTINIB,KPL1,23.50045577,1
MK-4827,ERLOTINIB,LNCAP,-15.22697238,0
